vcf_id	pheno_id	rule
PI86301	PI086301	zero_pad
PI86410	PI086410	zero_pad
PI86411	PI086411	zero_pad
PI86416	PI086416	zero_pad
PI86425	PI086425	zero_pad
PI86443	PI086443	zero_pad
PI86445	PI086445	zero_pad
PI86449	PI086449	zero_pad
PI86449-0	PI086449-0	zero_pad
PI86449-2	PI086449-2	zero_pad
PI86452	PI086452	zero_pad
PI86454	PI086454	zero_pad
PI86456	PI086456	zero_pad
PI86457	PI086457	zero_pad
PI86457-1	PI086457-1	zero_pad
PI86463	PI086463	zero_pad
PI86465	PI086465	zero_pad
PI86469	PI086469	zero_pad
PI86482	PI086482	zero_pad
PI86482-1	PI086482-1	zero_pad
PI86490	PI086490	zero_pad
PI86490-2	PI086490-2	zero_pad
PI86490-3	PI086490-3	zero_pad
PI86490-4	PI086490-4	zero_pad
PI86491	PI086491	zero_pad
PI86502	PI086502	zero_pad
PI86504	PI086504	zero_pad
PI86510	PI086510	zero_pad
PI86543	PI086543	zero_pad
PI86736	PI086736	zero_pad
PI86737	PI086737	zero_pad
PI86740	PI086740	zero_pad
PI86741	PI086741	zero_pad
PI86876	PI086876	zero_pad
PI86878	PI086878	zero_pad
PI86878-2	PI086878-2	zero_pad
PI86892	PI086892	zero_pad
PI86903-3	PI086903-3	zero_pad
PI86903-4	PI086903-4	zero_pad
PI86904	PI086904	zero_pad
PI86904-1	PI086904-1	zero_pad
PI86908	PI086908	zero_pad
PI86972-1	PI086972-1	zero_pad
PI86972-2	PI086972-2	zero_pad
PI86978	PI086978	zero_pad
PI86982	PI086982	zero_pad
PI87002	PI087002	zero_pad
PI87005	PI087005	zero_pad
PI87011	PI087011	zero_pad
PI87013	PI087013	zero_pad
PI87026	PI087026	zero_pad
PI87029	PI087029	zero_pad
PI87037	PI087037	zero_pad
PI87047	PI087047	zero_pad
PI87059	PI087059	zero_pad
PI87065	PI087065	zero_pad
PI87074	PI087074	zero_pad
PI87076	PI087076	zero_pad
PI87165	PI087165	zero_pad
PI87167	PI087167	zero_pad
PI87457	PI087457	zero_pad
PI87465-1	PI087465-1	zero_pad
PI87465-2	PI087465-2	zero_pad
PI87524	PI087524	zero_pad
PI87525	PI087525	zero_pad
PI87530	PI087530	zero_pad
PI87531	PI087531	zero_pad
PI87540	PI087540	zero_pad
PI87542	PI087542	zero_pad
PI87561	PI087561	zero_pad
PI87565	PI087565	zero_pad
PI87571	PI087571	zero_pad
PI87574	PI087574	zero_pad
PI87575	PI087575	zero_pad
PI87588	PI087588	zero_pad
PI87600-1	PI087600-1	zero_pad
PI87600-2	PI087600-2	zero_pad
PI87606	PI087606	zero_pad
PI87614	PI087614	zero_pad
PI87615	PI087615	zero_pad
PI87617	PI087617	zero_pad
PI87618	PI087618	zero_pad
PI87619	PI087619	zero_pad
PI87619-1	PI087619-1	zero_pad
PI87620	PI087620	zero_pad
PI87620-1	PI087620-1	zero_pad
PI87622	PI087622	zero_pad
PI87623	PI087623	zero_pad
PI87628	PI087628	zero_pad
PI87629	PI087629	zero_pad
PI87630	PI087630	zero_pad
PI87631	PI087631	zero_pad
PI87631-1	PI087631-1	zero_pad
PI87631-3	PI087631-3	zero_pad
PI87632	PI087632	zero_pad
PI87634	PI087634	zero_pad
PI87968	PI087968	zero_pad
PI88282	PI088282	zero_pad
PI88287	PI088287	zero_pad
PI88288	PI088288	zero_pad
PI88289	PI088289	zero_pad
PI88290	PI088290	zero_pad
PI88291	PI088291	zero_pad
PI88292	PI088292	zero_pad
PI88293	PI088293	zero_pad
PI88293A	PI088293A	zero_pad
PI88294	PI088294	zero_pad
PI88294-1	PI088294-1	zero_pad
PI88295	PI088295	zero_pad
PI88295-1	PI088295-1	zero_pad
PI88296	PI088296	zero_pad
PI88297	PI088297	zero_pad
PI88298	PI088298	zero_pad
PI88300	PI088300	zero_pad
PI88301	PI088301	zero_pad
PI88302-1	PI088302-1	zero_pad
PI88302-2	PI088302-2	zero_pad
PI88303	PI088303	zero_pad
PI88303-1	PI088303-1	zero_pad
PI88304	PI088304	zero_pad
PI88305	PI088305	zero_pad
PI88306	PI088306	zero_pad
PI88306-1	PI088306-1	zero_pad
PI88307	PI088307	zero_pad
PI88308	PI088308	zero_pad
PI88309	PI088309	zero_pad
PI88310	PI088310	zero_pad
PI88311	PI088311	zero_pad
PI88312	PI088312	zero_pad
PI88313	PI088313	zero_pad
PI88349	PI088349	zero_pad
PI88350	PI088350	zero_pad
PI88351	PI088351	zero_pad
PI88352	PI088352	zero_pad
PI88353	PI088353	zero_pad
PI88354	PI088354	zero_pad
PI88355	PI088355	zero_pad
PI88356	PI088356	zero_pad
PI88357	PI088357	zero_pad
PI88358	PI088358	zero_pad
PI88359	PI088359	zero_pad
PI88442	PI088442	zero_pad
PI88443	PI088443	zero_pad
PI88444	PI088444	zero_pad
PI88445	PI088445	zero_pad
PI88447	PI088447	zero_pad
PI88447-3	PI088447-3	zero_pad
PI88448	PI088448	zero_pad
PI88452	PI088452	zero_pad
PI88455	PI088455	zero_pad
PI88458	PI088458	zero_pad
PI88459	PI088459	zero_pad
PI88461	PI088461	zero_pad
PI88466	PI088466	zero_pad
PI88466-1	PI088466-1	zero_pad
PI88468	PI088468	zero_pad
PI88479	PI088479	zero_pad
PI88484	PI088484	zero_pad
PI88486	PI088486	zero_pad
PI88490	PI088490	zero_pad
PI88490-1	PI088490-1	zero_pad
PI88490-2	PI088490-2	zero_pad
PI88491	PI088491	zero_pad
PI88492	PI088492	zero_pad
PI88495	PI088495	zero_pad
PI88497	PI088497	zero_pad
PI88499	PI088499	zero_pad
PI88502	PI088502	zero_pad
PI88508	PI088508	zero_pad
PI88777	PI088777	zero_pad
PI88780	PI088780	zero_pad
PI88782	PI088782	zero_pad
PI88783	PI088783	zero_pad
PI88787	PI088787	zero_pad
PI88788	PI088788	zero_pad
PI88789	PI088789	zero_pad
PI88790	PI088790	zero_pad
PI88793	PI088793	zero_pad
PI88797	PI088797	zero_pad
PI88798	PI088798	zero_pad
PI88799	PI088799	zero_pad
PI88803	PI088803	zero_pad
PI88803-1	PI088803-1	zero_pad
PI88804	PI088804	zero_pad
PI88805-2	PI088805-2	zero_pad
PI88805-4	PI088805-4	zero_pad
PI88806	PI088806	zero_pad
PI88809	PI088809	zero_pad
PI88810	PI088810	zero_pad
PI88811	PI088811	zero_pad
PI88813	PI088813	zero_pad
PI88814	PI088814	zero_pad
PI88815	PI088815	zero_pad
PI88816	PI088816	zero_pad
PI88816S	PI088816S	zero_pad
PI88818	PI088818	zero_pad
PI88820	PI088820	zero_pad
PI88820N	PI088820N	zero_pad
PI88823	PI088823	zero_pad
PI88825	PI088825	zero_pad
PI88826	PI088826	zero_pad
PI88886	PI088886	zero_pad
PI88965	PI088965	zero_pad
PI88997	PI088997	zero_pad
PI88998-1	PI088998-1	zero_pad
PI88998-2	PI088998-2	zero_pad
PI89000	PI089000	zero_pad
PI89001	PI089001	zero_pad
PI89002	PI089002	zero_pad
PI89002-2	PI089002-2	zero_pad
PI89003-1	PI089003-1	zero_pad
PI89003-2	PI089003-2	zero_pad
PI89004	PI089004	zero_pad
PI89005-4	PI089005-4	zero_pad
PI89005-5	PI089005-5	zero_pad
PI89006	PI089006	zero_pad
PI89006-2	PI089006-2	zero_pad
PI89007	PI089007	zero_pad
PI89008	PI089008	zero_pad
PI89009	PI089009	zero_pad
PI89009-2	PI089009-2	zero_pad
PI89010	PI089010	zero_pad
PI89012	PI089012	zero_pad
PI89012-1	PI089012-1	zero_pad
PI89013	PI089013	zero_pad
PI89014	PI089014	zero_pad
PI89053	PI089053	zero_pad
PI89055	PI089055	zero_pad
PI89055-1	PI089055-1	zero_pad
PI89056-2	PI089056-2	zero_pad
PI89056-3	PI089056-3	zero_pad
PI89057	PI089057	zero_pad
PI89058	PI089058	zero_pad
PI89059	PI089059	zero_pad
PI89060	PI089060	zero_pad
PI89061	PI089061	zero_pad
PI89061-1	PI089061-1	zero_pad
PI89061-2	PI089061-2	zero_pad
PI89061-3	PI089061-3	zero_pad
PI89061N	PI089061N	zero_pad
PI89063	PI089063	zero_pad
PI89064	PI089064	zero_pad
PI89065	PI089065	zero_pad
PI89065-2	PI089065-2	zero_pad
PI89066	PI089066	zero_pad
PI89067	PI089067	zero_pad
PI89070	PI089070	zero_pad
PI89072	PI089072	zero_pad
PI89073	PI089073	zero_pad
PI89074	PI089074	zero_pad
PI89075	PI089075	zero_pad
PI89117	PI089117	zero_pad
PI89128	PI089128	zero_pad
PI89130	PI089130	zero_pad
PI89133	PI089133	zero_pad
PI89134	PI089134	zero_pad
PI89138	PI089138	zero_pad
PI89143	PI089143	zero_pad
PI89146	PI089146	zero_pad
PI89150	PI089150	zero_pad
PI89152	PI089152	zero_pad
PI89153	PI089153	zero_pad
PI89154	PI089154	zero_pad
PI89154-1	PI089154-1	zero_pad
PI89154-2	PI089154-2	zero_pad
PI89154S	PI089154S	zero_pad
PI89156	PI089156	zero_pad
PI89162	PI089162	zero_pad
PI89167	PI089167	zero_pad
PI89168	PI089168	zero_pad
PI89170	PI089170	zero_pad
PI89171	PI089171	zero_pad
PI89469	PI089469	zero_pad
PI89471	PI089471	zero_pad
PI89769	PI089769	zero_pad
PI89772	PI089772	zero_pad
PI89773	PI089773	zero_pad
PI89775	PI089775	zero_pad
PI89783	PI089783	zero_pad
PI89784	PI089784	zero_pad
PI90138	PI090138	zero_pad
PI90180	PI090180	zero_pad
PI90208	PI090208	zero_pad
PI90220	PI090220	zero_pad
PI90221	PI090221	zero_pad
PI90233	PI090233	zero_pad
PI90241	PI090241	zero_pad
PI90243	PI090243	zero_pad
PI90245	PI090245	zero_pad
PI90249	PI090249	zero_pad
PI90251	PI090251	zero_pad
PI90256	PI090256	zero_pad
PI90258	PI090258	zero_pad
PI90305	PI090305	zero_pad
PI90354	PI090354	zero_pad
PI90369	PI090369	zero_pad
PI90392	PI090392	zero_pad
PI90401	PI090401	zero_pad
PI90402	PI090402	zero_pad
PI90406	PI090406	zero_pad
PI90406-1	PI090406-1	zero_pad
PI90407	PI090407	zero_pad
PI90463	PI090463	zero_pad
PI90479-1	PI090479-1	zero_pad
PI90479P	PI090479P	zero_pad
PI90481	PI090481	zero_pad
PI90486	PI090486	zero_pad
PI90490	PI090490	zero_pad
PI90490-2	PI090490-2	zero_pad
PI90495	PI090495	zero_pad
PI90495N	PI090495N	zero_pad
PI90499	PI090499	zero_pad
PI90499-1	PI090499-1	zero_pad
PI90499-2	PI090499-2	zero_pad
PI90560	PI090560	zero_pad
PI90563	PI090563	zero_pad
PI90566	PI090566	zero_pad
PI90566-1	PI090566-1	zero_pad
PI90567	PI090567	zero_pad
PI90567-1	PI090567-1	zero_pad
PI90570	PI090570	zero_pad
PI90573	PI090573	zero_pad
PI90574	PI090574	zero_pad
PI90575	PI090575	zero_pad
PI90576-1	PI090576-1	zero_pad
PI90576-2	PI090576-2	zero_pad
PI90577	PI090577	zero_pad
PI90578	PI090578	zero_pad
PI90579	PI090579	zero_pad
PI90723	PI090723	zero_pad
PI90760	PI090760	zero_pad
PI90763	PI090763	zero_pad
PI90768	PI090768	zero_pad
PI91073	PI091073	zero_pad
PI91082	PI091082	zero_pad
PI91083	PI091083	zero_pad
PI91089	PI091089	zero_pad
PI91091	PI091091	zero_pad
PI91100	PI091100	zero_pad
PI91100-1	PI091100-1	zero_pad
PI91100-2	PI091100-2	zero_pad
PI91100-3	PI091100-3	zero_pad
PI91100-4	PI091100-4	zero_pad
PI91102	PI091102	zero_pad
PI91103	PI091103	zero_pad
PI91104	PI091104	zero_pad
PI91107	PI091107	zero_pad
PI91108-1	PI091108-1	zero_pad
PI91108-2	PI091108-2	zero_pad
PI91108N	PI091108N	zero_pad
PI91109	PI091109	zero_pad
PI91110	PI091110	zero_pad
PI91110-1	PI091110-1	zero_pad
PI91113	PI091113	zero_pad
PI91114	PI091114	zero_pad
PI91115	PI091115	zero_pad
PI91116	PI091116	zero_pad
PI91117	PI091117	zero_pad
PI91119	PI091119	zero_pad
PI91120	PI091120	zero_pad
PI91120-2	PI091120-2	zero_pad
PI91120-3	PI091120-3	zero_pad
PI91121-1	PI091121-1	zero_pad
PI91121-2	PI091121-2	zero_pad
PI91123	PI091123	zero_pad
PI91124	PI091124	zero_pad
PI91126	PI091126	zero_pad
PI91127	PI091127	zero_pad
PI91129	PI091129	zero_pad
PI91132-2	PI091132-2	zero_pad
PI91132-3	PI091132-3	zero_pad
PI91133	PI091133	zero_pad
PI91138	PI091138	zero_pad
PI91141	PI091141	zero_pad
PI91142	PI091142	zero_pad
PI91144	PI091144	zero_pad
PI91149	PI091149	zero_pad
PI91150	PI091150	zero_pad
PI91151	PI091151	zero_pad
PI91152	PI091152	zero_pad
PI91153	PI091153	zero_pad
PI91153-1	PI091153-1	zero_pad
PI91153-7	PI091153-7	zero_pad
PI91154	PI091154	zero_pad
PI91156	PI091156	zero_pad
PI91159	PI091159	zero_pad
PI91159-4	PI091159-4	zero_pad
PI91159S	PI091159S	zero_pad
PI91160	PI091160	zero_pad
PI91161	PI091161	zero_pad
PI91162	PI091162	zero_pad
PI91163	PI091163	zero_pad
PI91164	PI091164	zero_pad
PI91165	PI091165	zero_pad
PI91166	PI091166	zero_pad
PI91167	PI091167	zero_pad
PI91169	PI091169	zero_pad
PI91171	PI091171	zero_pad
PI91174	PI091174	zero_pad
PI91178	PI091178	zero_pad
PI91178-1	PI091178-1	zero_pad
PI91180	PI091180	zero_pad
PI91340	PI091340	zero_pad
PI91341	PI091341	zero_pad
PI91343	PI091343	zero_pad
PI91346	PI091346	zero_pad
PI91349	PI091349	zero_pad
PI91557	PI091557	zero_pad
PI91559	PI091559	zero_pad
PI91646	PI091646	zero_pad
PI91679	PI091679	zero_pad
PI91684	PI091684	zero_pad
PI91702	PI091702	zero_pad
PI91719	PI091719	zero_pad
PI91725	PI091725	zero_pad
PI91725-2	PI091725-2	zero_pad
PI91725-3	PI091725-3	zero_pad
PI91725-4	PI091725-4	zero_pad
PI91729	PI091729	zero_pad
PI91730	PI091730	zero_pad
PI91730-1	PI091730-1	zero_pad
PI91731	PI091731	zero_pad
PI91731-1	PI091731-1	zero_pad
PI91732-1	PI091732-1	zero_pad
PI91732-2	PI091732-2	zero_pad
PI91733	PI091733	zero_pad
PI91733-1	PI091733-1	zero_pad
PI91734	PI091734	zero_pad
PI91750	PI091750	zero_pad
PI92109	PI092109	zero_pad
PI92460	PI092460	zero_pad
PI92463	PI092463	zero_pad
PI92464	PI092464	zero_pad
PI92465	PI092465	zero_pad
PI92466	PI092466	zero_pad
PI92468	PI092468	zero_pad
PI92469	PI092469	zero_pad
PI92470	PI092470	zero_pad
PI92557	PI092557	zero_pad
PI92560	PI092560	zero_pad
PI92561	PI092561	zero_pad
PI92563	PI092563	zero_pad
PI92565	PI092565	zero_pad
PI92567	PI092567	zero_pad
PI92568	PI092568	zero_pad
PI92569	PI092569	zero_pad
PI92570	PI092570	zero_pad
PI92571	PI092571	zero_pad
PI92572	PI092572	zero_pad
PI92573	PI092573	zero_pad
PI92576	PI092576	zero_pad
PI92577	PI092577	zero_pad
PI92580	PI092580	zero_pad
PI92582	PI092582	zero_pad
PI92583	PI092583	zero_pad
PI92589	PI092589	zero_pad
PI92590	PI092590	zero_pad
PI92592	PI092592	zero_pad
PI92593	PI092593	zero_pad
PI92594	PI092594	zero_pad
PI92595	PI092595	zero_pad
PI92596	PI092596	zero_pad
PI92598	PI092598	zero_pad
PI92600	PI092600	zero_pad
PI92601	PI092601	zero_pad
PI92601-1	PI092601-1	zero_pad
PI92601-2	PI092601-2	zero_pad
PI92601-5	PI092601-5	zero_pad
PI92602	PI092602	zero_pad
PI92603	PI092603	zero_pad
PI92604	PI092604	zero_pad
PI92605	PI092605	zero_pad
PI92606	PI092606	zero_pad
PI92607	PI092607	zero_pad
PI92608	PI092608	zero_pad
PI92611	PI092611	zero_pad
PI92617	PI092617	zero_pad
PI92618	PI092618	zero_pad
PI92619	PI092619	zero_pad
PI92623	PI092623	zero_pad
PI92625	PI092625	zero_pad
PI92627	PI092627	zero_pad
PI92629	PI092629	zero_pad
PI92630	PI092630	zero_pad
PI92633	PI092633	zero_pad
PI92636	PI092636	zero_pad
PI92639	PI092639	zero_pad
PI92640	PI092640	zero_pad
PI92641	PI092641	zero_pad
PI92641B	PI092641B	zero_pad
PI92642	PI092642	zero_pad
PI92643	PI092643	zero_pad
PI92645	PI092645	zero_pad
PI92649	PI092649	zero_pad
PI92651	PI092651	zero_pad
PI92654	PI092654	zero_pad
PI92659	PI092659	zero_pad
PI92660	PI092660	zero_pad
PI92661	PI092661	zero_pad
PI92662	PI092662	zero_pad
PI92663	PI092663	zero_pad
PI92671	PI092671	zero_pad
PI92672	PI092672	zero_pad
PI92677	PI092677	zero_pad
PI92681	PI092681	zero_pad
PI92683	PI092683	zero_pad
PI92684	PI092684	zero_pad
PI92686	PI092686	zero_pad
PI92687	PI092687	zero_pad
PI92688	PI092688	zero_pad
PI92688-2	PI092688-2	zero_pad
PI92689	PI092689	zero_pad
PI92690	PI092690	zero_pad
PI92691	PI092691	zero_pad
PI92694	PI092694	zero_pad
PI92696	PI092696	zero_pad
PI92698	PI092698	zero_pad
PI92702	PI092702	zero_pad
PI92704	PI092704	zero_pad
PI92705	PI092705	zero_pad
PI92706	PI092706	zero_pad
PI92707	PI092707	zero_pad
PI92707-2	PI092707-2	zero_pad
PI92707S	PI092707S	zero_pad
PI92713	PI092713	zero_pad
PI92717	PI092717	zero_pad
PI92718	PI092718	zero_pad
PI92718-2	PI092718-2	zero_pad
PI92719	PI092719	zero_pad
PI92720	PI092720	zero_pad
PI92722	PI092722	zero_pad
PI92728	PI092728	zero_pad
PI92733	PI092733	zero_pad
PI92734	PI092734	zero_pad
PI92743	PI092743	zero_pad
PI92748	PI092748	zero_pad
PI93055	PI093055	zero_pad
PI93055S	PI093055S	zero_pad
PI93217	PI093217	zero_pad
PI93559	PI093559	zero_pad
PI93560	PI093560	zero_pad
PI93563	PI093563	zero_pad
PI93565	PI093565	zero_pad
PI93565A	PI093565A	zero_pad
PI94159	PI094159	zero_pad
PI94159-3	PI094159-3	zero_pad
PI94159B	PI094159B	zero_pad
PI95740	PI095740	zero_pad
PI95769	PI095769	zero_pad
PI95780	PI095780	zero_pad
PI95801	PI095801	zero_pad
PI95853	PI095853	zero_pad
PI95860	PI095860	zero_pad
PI95887	PI095887	zero_pad
PI95959	PI095959	zero_pad
PI95960	PI095960	zero_pad
PI95969	PI095969	zero_pad
PI96035	PI096035	zero_pad
PI96089	PI096089	zero_pad
PI96093	PI096093	zero_pad
PI96118	PI096118	zero_pad
PI96152	PI096152	zero_pad
PI96162	PI096162	zero_pad
PI96169	PI096169	zero_pad
PI96169B	PI096169B	zero_pad
PI96171	PI096171	zero_pad
PI96188	PI096188	zero_pad
PI96193	PI096193	zero_pad
PI96194-3	PI096194-3	zero_pad
PI96194P	PI096194P	zero_pad
PI96195	PI096195	zero_pad
PI96199	PI096199	zero_pad
PI96201	PI096201	zero_pad
PI96257	PI096257	zero_pad
PI96280	PI096280	zero_pad
PI96321	PI096321	zero_pad
PI96322	PI096322	zero_pad
PI96333	PI096333	zero_pad
PI96354	PI096354	zero_pad
PI96549	PI096549	zero_pad
PI96550	PI096550	zero_pad
PI96783	PI096783	zero_pad
PI96786	PI096786	zero_pad
PI96786-1	PI096786-1	zero_pad
PI96787	PI096787	zero_pad
PI96808	PI096808	zero_pad
PI96927	PI096927	zero_pad
PI96978	PI096978	zero_pad
PI96983	PI096983	zero_pad
PI96984	PI096984	zero_pad
PI97038	PI097038	zero_pad
PI97066	PI097066	zero_pad
PI97081	PI097081	zero_pad
PI97094	PI097094	zero_pad
PI97100	PI097100	zero_pad
PI97139	PI097139	zero_pad
PI97150	PI097150	zero_pad
PI97155	PI097155	zero_pad
PI97161	PI097161	zero_pad
PI97220	PI097220	zero_pad
PI97222	PI097222	zero_pad
PI97225	PI097225	zero_pad
PI97235	PI097235	zero_pad
PI97605	PI097605	zero_pad
PI97627	PI097627	zero_pad
PI98243	PI098243	zero_pad
